sleep_duration_hours,quality_rating,stress_level,caffeine_cups,screen_time_before_bed,exercise_today,alcohol_consumed,nap_duration_mins,night_awakenings,age,weight_kg,height_cm,sleep_goal_hours,sleep_score
7.82,7,8,2,78,0,0,0,2,34,81.0,156.7,8.5,46.46
8.4,4,3,4,28,1,0,0,5,19,84.5,167.5,6.0,35.97
6.48,7,7,5,87,0,0,0,2,37,82.9,186.6,6.5,42.38
4.62,2,4,5,7,0,1,0,2,52,88.3,155.4,7.5,0.0
8.24,4,3,5,18,1,0,0,4,30,46.7,162.8,7.5,53.36
8.73,3,8,3,41,1,1,0,2,30,80.2,153.9,7.0,29.52
6.1,10,10,2,10,1,1,0,5,63,83.9,179.4,7.5,12.53
8.91,8,7,2,102,0,1,0,1,55,81.2,166.1,8.0,53.82
9.07,9,9,4,117,1,0,90,3,28,105.5,180.4,6.5,35.26
7.81,7,7,1,27,0,0,0,0,46,67.1,172.8,8.5,59.19
7.0,3,4,4,172,0,1,45,2,55,70.2,179.7,8.5,0.0
6.37,7,9,1,6,1,0,90,0,27,76.0,177.1,8.0,32.83
5.99,2,4,0,131,0,1,0,0,24,83.7,189.2,7.0,19.12
6.6,4,2,3,122,0,0,0,0,35,56.2,189.5,7.0,60.39
6.73,4,5,0,38,1,1,30,0,21,58.1,164.2,6.5,62.79
8.31,2,10,4,0,0,1,90,1,62,70.6,177.2,8.5,29.3
4.01,5,9,1,32,1,0,30,5,44,67.2,189.3,7.5,14.49
6.29,5,2,3,116,1,1,0,2,35,69.9,159.7,6.0,57.67
6.49,4,2,3,112,1,0,0,1,61,105.8,171.0,9.0,27.68
5.17,7,3,0,8,1,0,30,4,40,96.2,162.8,7.0,42.47
7.83,7,3,2,9,1,0,0,5,29,70.9,173.0,7.0,59.78
6.59,10,4,3,178,0,0,0,4,20,102.1,175.1,8.0,24.73
7.73,6,8,0,171,0,1,60,5,25,64.3,153.5,7.5,38.57
7.94,4,9,2,133,0,0,60,1,30,50.9,162.9,7.0,49.42
5.66,9,8,3,67,1,0,0,2,43,84.0,182.8,9.0,34.08
5.33,9,4,5,81,0,1,20,4,64,105.0,153.3,6.5,4.6
8.76,3,3,4,25,1,1,30,3,41,71.0,168.4,9.0,50.48
6.8,3,2,3,91,1,0,0,3,54,90.0,156.3,7.0,54.09
9.36,7,6,5,15,1,1,30,4,63,45.7,182.9,8.5,40.14
8.64,7,2,0,148,0,0,0,4,61,58.7,183.4,7.0,42.56
8.45,4,6,2,136,0,0,0,4,43,78.4,155.9,6.0,29.59
6.52,5,1,3,168,1,0,0,0,23,104.0,160.9,8.5,32.66
7.08,8,3,4,98,0,1,0,0,41,78.9,190.3,7.5,57.15
6.95,2,9,1,146,0,0,0,5,26,82.2,158.1,6.5,32.27
7.62,2,2,0,124,0,1,0,5,49,99.1,158.0,9.0,7.16
7.09,4,2,3,87,1,0,30,3,57,88.5,185.9,7.5,52.22
5.96,9,4,4,4,1,0,20,1,46,105.6,194.9,6.5,58.24
6.52,3,9,5,116,0,0,60,1,30,58.6,168.7,8.0,0.0
7.94,4,7,1,55,1,0,0,4,40,70.1,166.8,8.0,53.29
7.91,2,4,3,129,0,0,0,3,59,92.2,166.5,7.0,45.86
9.28,5,3,5,58,1,0,0,5,33,97.8,187.1,9.0,45.72
7.51,7,1,2,101,1,0,0,0,42,103.7,162.0,7.0,78.93
6.03,4,3,1,16,0,0,45,2,27,94.7,156.6,6.5,55.62
7.18,9,7,0,173,1,0,0,2,51,49.1,158.0,8.0,59.59
8.43,8,3,3,111,1,1,45,0,62,90.8,183.4,8.5,54.03
7.66,6,8,2,0,0,1,30,3,40,55.9,187.6,8.0,45.9
5.53,5,9,2,126,0,0,30,2,64,51.9,187.7,9.0,17.38
7.54,1,8,3,150,1,1,0,1,32,49.6,165.7,6.5,25.66
5.34,3,9,1,95,0,1,90,3,30,108.4,166.6,7.5,1.71
5.46,2,6,4,158,1,0,0,5,25,70.8,171.3,8.0,3.32
8.19,4,5,4,21,0,0,30,1,60,74.8,161.5,6.5,41.91
7.24,6,1,0,68,0,1,0,2,58,82.1,171.5,6.5,62.86
6.14,6,1,1,70,0,0,0,3,21,60.7,153.3,7.0,57.73
8.75,9,7,3,69,1,1,0,1,59,62.8,178.1,6.5,44.62
8.99,7,10,0,78,1,0,20,5,51,74.9,194.5,6.5,37.4
7.3,1,4,1,106,0,0,0,0,64,71.2,160.6,7.0,51.59
5.39,6,9,3,98,1,1,0,2,37,97.5,183.2,6.5,12.71
6.82,1,6,5,109,1,1,20,2,61,46.3,184.2,6.0,31.39
7.22,5,1,2,128,0,0,45,3,57,58.8,155.2,7.5,55.14
6.23,2,4,5,77,1,0,0,1,27,57.6,170.1,7.5,14.76
7.79,4,1,5,57,1,0,0,4,50,47.6,162.3,9.0,20.03
8.08,7,9,4,60,1,0,30,5,33,95.4,165.4,9.0,39.68
8.72,1,9,0,150,0,0,30,1,60,49.5,165.1,8.5,51.65
7.65,10,7,1,157,1,0,0,0,50,57.8,160.7,6.5,62.15
7.87,9,1,5,129,0,1,0,4,32,58.0,168.6,9.0,12.52
8.34,9,5,2,116,1,0,0,5,50,50.8,191.0,6.5,46.35
5.28,8,9,3,80,0,0,0,5,57,91.5,160.8,6.5,6.09
7.17,1,2,1,100,0,1,0,5,46,67.0,192.8,7.5,42.66
9.01,9,5,2,89,1,1,0,1,63,107.5,170.0,8.0,52.81
4.83,1,8,2,106,0,0,30,3,53,106.2,178.0,8.5,4.92
6.32,6,1,0,24,1,1,20,1,25,93.7,166.1,7.5,38.87
7.7,10,10,5,160,1,0,0,2,21,91.5,193.1,8.5,41.79
6.26,10,1,4,77,1,1,0,1,38,58.4,150.0,6.5,70.74
6.96,7,1,5,47,1,1,0,2,63,84.0,182.9,6.5,53.63
6.7,3,2,3,133,0,1,0,1,29,99.7,177.6,8.0,16.85
6.28,3,6,3,154,0,0,0,2,22,56.8,169.4,6.5,39.83
7.99,9,3,4,16,1,0,20,0,28,90.8,191.8,8.0,78.02
7.71,10,6,3,118,1,1,0,1,34,52.9,163.6,7.0,61.81
6.17,10,2,1,84,1,0,90,4,36,105.0,184.3,6.5,69.12
6.34,9,9,1,7,1,0,0,3,27,97.9,161.6,7.5,29.24
6.85,6,2,4,85,0,1,0,3,41,70.2,163.0,6.5,44.69
4.51,7,10,5,144,0,1,0,2,27,88.7,165.2,8.5,0.0
5.36,8,1,2,17,1,1,0,3,59,57.7,172.7,7.5,29.71
7.2,9,7,1,56,1,1,30,4,48,47.9,169.7,8.0,47.51
6.5,5,2,3,34,0,1,0,1,63,67.8,177.8,8.5,17.09
6.06,4,1,2,163,0,0,0,0,21,100.1,180.8,8.5,29.72
8.95,6,1,3,23,1,0,0,1,22,55.7,152.9,7.0,57.39
8.12,10,10,3,129,0,1,90,4,54,84.2,153.6,8.0,32.45
8.28,7,8,5,72,1,0,45,4,28,103.5,178.1,8.0,41.63
8.05,8,7,3,159,0,0,0,3,38,69.2,159.4,7.5,51.1
6.46,5,1,2,167,0,0,90,5,21,99.5,186.4,6.5,47.84
6.93,5,1,3,8,1,0,60,5,45,98.9,156.0,8.5,17.72
6.72,10,10,5,67,0,0,0,0,25,105.0,194.9,7.0,53.79
7.78,5,3,5,50,1,1,90,1,33,91.6,193.9,7.5,50.27
7.78,9,5,1,170,0,1,0,1,58,83.5,172.0,9.0,19.54
8.96,10,4,4,97,1,0,0,1,34,71.0,152.6,7.0,54.65
9.16,10,1,5,37,0,1,0,2,26,83.0,161.5,6.0,45.66
8.28,8,3,2,97,0,1,0,1,33,79.9,182.3,7.0,50.08
5.18,4,3,5,112,1,1,45,3,29,80.7,168.8,9.0,0.0
6.62,6,5,3,150,1,1,0,0,54,100.8,163.7,6.5,55.76
7.06,4,4,2,108,1,0,0,4,21,69.4,186.9,9.0,16.46
6.99,7,5,1,137,1,1,0,2,38,51.3,182.4,9.0,25.85
8.53,1,9,0,68,1,0,0,3,57,72.8,151.2,7.5,36.19
5.84,8,1,5,42,0,1,0,1,48,102.7,190.2,6.5,47.56
7.81,8,7,3,147,1,1,45,4,38,82.7,162.7,8.0,41.54
7.66,3,10,4,39,0,0,0,5,62,61.8,164.2,8.0,32.27
6.9,7,6,2,116,0,0,60,0,19,105.9,180.6,8.5,28.41
6.62,2,4,2,16,0,0,45,5,24,79.7,168.3,8.0,6.54
6.91,8,5,1,169,0,0,0,0,47,95.2,157.7,6.0,70.06
7.21,3,4,0,176,0,0,0,2,49,87.1,173.0,6.5,52.7
8.17,1,2,3,71,1,0,20,3,35,53.5,161.8,6.0,42.54
6.54,3,3,1,132,1,1,20,3,42,102.8,157.2,8.5,18.74
5.65,4,6,3,87,0,0,20,3,59,65.8,158.7,8.5,12.89
7.1,2,10,5,107,1,0,0,5,58,91.5,177.3,9.0,0.0
6.7,2,6,4,57,0,1,0,5,23,99.8,170.7,7.0,28.09
7.21,3,3,4,75,0,1,0,4,19,53.2,163.0,6.0,23.33
8.09,10,9,2,20,1,1,90,2,52,97.0,160.9,8.5,50.44
5.4,9,8,4,67,1,1,0,5,34,56.9,160.5,6.0,31.33
4.93,10,6,2,66,0,1,0,4,37,100.4,152.4,6.0,15.05
8.3,8,10,0,56,1,1,0,4,52,75.8,165.0,7.0,40.95
6.03,10,10,3,161,0,1,0,4,24,64.3,191.8,9.0,7.65
4.56,2,9,3,38,0,0,45,4,40,51.9,184.9,6.5,0.0
7.31,1,8,4,48,1,0,0,4,56,98.5,153.8,8.0,28.79
4.91,10,10,2,175,1,1,0,5,55,54.5,189.5,8.5,6.36
5.54,5,7,3,44,1,1,0,5,62,48.2,161.6,6.5,30.64
8.4,5,10,2,136,1,0,45,1,56,109.8,161.9,8.0,47.23
8.3,5,7,5,45,1,0,0,1,18,78.4,174.3,7.5,57.83
6.35,3,2,1,125,1,0,0,4,26,72.7,171.1,8.0,23.62
7.81,6,1,2,132,1,1,20,4,43,91.5,162.1,8.0,54.62
7.42,1,5,2,179,0,0,90,2,38,101.5,183.2,6.5,39.97
6.44,9,8,0,116,0,1,0,2,38,94.4,152.2,6.5,53.59
8.95,9,10,1,28,1,1,45,4,54,48.7,176.5,8.0,49.98
8.52,1,9,0,90,1,0,0,2,60,99.5,182.2,8.0,52.37
5.73,4,9,2,57,1,1,20,4,44,107.6,178.3,7.5,8.49
5.45,6,10,5,52,1,1,20,1,29,88.7,172.4,7.5,5.72
5.33,1,5,3,104,0,0,20,2,41,60.3,172.2,6.5,14.2
6.59,10,3,3,15,0,0,0,0,51,83.6,184.0,7.0,72.97
5.0,1,10,0,100,1,0,0,3,37,74.4,192.6,7.5,13.79
3.8,3,6,3,79,1,0,30,2,39,74.4,183.0,8.0,24.77
8.62,6,2,4,99,1,1,0,4,43,74.6,190.1,9.0,44.92
6.73,1,5,1,175,1,1,90,2,56,53.6,189.9,6.5,36.24
7.26,5,2,3,139,0,0,0,3,52,82.3,154.4,6.5,50.46
7.76,4,4,1,8,1,0,0,1,31,67.7,164.2,6.5,51.72
6.9,2,2,0,176,1,0,0,5,20,71.3,176.8,8.5,20.1
7.95,9,9,5,118,1,0,90,4,25,77.7,185.8,8.5,31.85
7.09,3,2,3,28,0,1,0,5,26,67.2,194.2,8.5,4.65
9.23,7,3,0,129,0,1,0,3,64,105.4,172.4,8.5,55.59
6.12,10,8,2,126,0,1,0,5,20,109.8,171.4,8.5,9.72
6.53,10,1,1,10,0,1,0,4,53,51.1,150.8,8.5,29.9
6.53,8,2,0,110,0,0,45,0,36,71.4,184.3,7.0,69.15
5.59,2,10,4,166,1,0,0,4,36,62.5,194.2,9.0,6.82
5.37,5,10,3,116,0,0,0,5,32,101.4,180.1,9.0,3.38
7.14,5,10,4,38,0,1,0,0,55,63.9,189.1,6.5,39.97
9.1,9,8,3,73,0,0,0,1,23,99.1,170.8,6.5,45.39
9.66,6,3,1,88,0,0,0,4,26,55.7,168.3,8.0,46.24
6.65,10,8,2,69,0,1,0,2,20,72.9,163.8,7.5,42.89
5.49,4,5,0,90,1,0,0,3,30,78.1,151.1,7.0,30.69
7.18,10,3,5,142,1,0,0,2,33,102.2,193.5,7.0,64.8
8.14,10,3,1,77,1,0,0,4,20,86.2,190.5,8.5,74.51
7.8,5,10,2,43,1,1,45,2,57,67.2,159.7,9.0,7.3
6.27,6,7,5,68,0,0,90,2,44,54.7,174.2,6.0,45.01
6.19,3,7,0,129,1,0,0,1,56,84.0,165.4,7.5,20.6
4.56,6,4,1,24,1,0,30,5,58,54.7,179.2,7.0,30.54
6.57,9,9,2,34,1,1,0,5,56,61.5,186.2,7.0,47.72
7.74,5,8,5,160,1,1,0,3,33,50.8,168.8,8.0,36.52
7.14,9,8,1,127,1,0,90,1,32,60.2,178.8,8.5,31.31
8.33,2,1,1,6,1,1,0,2,43,90.5,184.1,8.5,58.03
6.08,5,1,0,141,0,1,0,4,56,67.2,186.2,8.5,16.25
7.33,2,9,0,159,0,1,0,2,23,96.6,171.9,7.5,42.37
7.46,8,5,2,90,1,1,0,5,33,89.8,189.5,8.5,16.64
6.1,2,4,0,31,0,1,0,3,42,58.4,181.9,8.0,8.83
6.92,7,1,0,100,1,0,20,4,43,98.2,180.7,9.0,32.36
8.58,8,10,0,141,1,1,0,4,44,69.5,191.5,6.5,33.68
3.34,8,4,5,105,1,0,0,3,52,69.9,187.7,6.0,18.23
7.06,7,3,3,14,0,0,0,4,60,50.0,150.8,9.0,24.5
8.68,6,7,2,89,0,0,0,1,25,101.9,185.2,9.0,62.44
7.62,3,5,5,155,0,0,0,1,60,109.7,180.0,8.0,39.57
6.43,2,7,4,68,1,1,0,0,52,48.6,156.4,6.0,40.75
4.89,1,2,5,66,1,1,0,1,19,92.0,172.8,9.0,9.84
6.7,1,6,2,87,1,0,0,4,41,57.9,195.0,9.0,9.45
5.98,1,2,3,75,0,0,0,3,24,71.2,191.4,8.5,14.93
8.04,10,2,5,23,1,1,45,4,25,60.8,191.9,6.0,33.93
6.48,7,10,0,36,1,0,20,3,56,68.8,154.8,8.5,26.93
6.76,9,7,5,155,0,0,0,1,37,55.3,165.9,7.0,52.72
8.93,7,2,1,146,1,0,30,1,58,55.8,185.9,7.5,53.96
7.15,7,7,2,103,1,0,0,2,45,88.1,187.6,6.0,45.46
6.91,6,3,4,104,1,0,60,3,23,51.3,163.6,8.0,21.11
7.2,2,1,1,100,1,1,0,5,61,80.2,186.2,7.0,46.49
6.81,8,5,0,125,1,0,0,0,40,70.3,192.8,8.0,42.5
8.21,8,2,5,21,0,1,0,2,52,95.6,167.2,8.5,46.67
6.6,2,1,0,174,1,1,20,4,26,67.2,158.8,8.0,17.51
9.23,10,6,2,120,0,0,0,5,25,57.6,192.8,7.0,43.91
7.94,1,1,0,10,1,1,0,4,43,51.1,155.7,6.0,41.32
6.79,8,3,4,179,0,1,30,3,33,101.4,168.6,6.0,43.42
7.5,10,8,0,97,0,0,20,3,42,75.3,160.8,8.0,54.18
5.36,8,1,3,169,1,0,0,5,44,79.2,182.3,8.0,27.68
7.28,9,3,2,46,0,0,0,2,62,62.3,187.5,8.5,34.67
6.8,1,1,1,111,1,1,30,3,59,73.6,174.7,8.5,11.36
7.41,1,3,5,37,0,0,60,1,48,67.9,188.5,6.0,27.45
6.55,9,7,1,5,1,1,0,2,51,62.0,169.6,8.5,25.09
6.14,9,10,3,85,0,0,0,0,29,49.9,177.8,7.5,30.57
5.81,6,6,2,19,0,1,0,1,51,108.0,171.8,9.0,17.77
7.92,2,7,1,112,1,1,0,5,42,91.9,160.4,7.5,34.1
5.47,1,10,2,83,1,1,45,2,53,92.2,159.9,7.0,0.0
7.3,2,4,4,144,1,1,0,4,57,83.5,171.7,7.0,33.43
7.48,8,2,3,175,0,0,0,0,29,49.3,181.8,9.0,33.76
6.61,9,7,1,92,1,0,0,1,41,45.6,153.8,9.0,35.62
7.58,7,3,1,166,1,1,45,1,24,50.9,188.5,8.5,45.28
7.58,9,2,3,74,0,1,90,4,54,109.9,151.1,7.0,47.72
6.73,5,2,0,60,1,0,60,2,23,77.5,152.8,6.5,67.02
5.53,1,9,4,60,1,1,0,0,50,81.3,172.6,6.5,32.76
8.03,1,5,3,51,0,1,0,2,34,48.4,184.0,8.0,42.31
7.28,9,2,5,132,1,1,30,4,30,87.6,165.4,6.5,53.46
6.85,8,4,0,148,1,1,30,3,46,69.1,175.6,6.0,63.11
7.77,6,10,1,149,1,0,0,0,22,57.4,185.6,8.5,54.79
5.93,1,3,5,11,1,1,60,0,57,79.7,176.8,7.5,1.57
7.12,2,10,1,106,1,1,45,3,60,57.7,153.9,6.0,13.03
7.35,8,9,4,78,1,1,20,5,23,76.5,174.3,7.5,38.38
6.75,2,7,2,35,1,0,20,1,58,86.6,165.2,9.0,18.62
6.04,2,6,2,42,0,1,45,2,32,62.1,182.6,8.5,4.1
7.98,7,2,1,115,0,1,0,3,51,78.9,156.7,8.5,45.44
6.51,2,8,0,129,0,1,30,4,41,49.7,192.0,7.5,25.48
8.31,5,8,3,94,0,0,0,4,41,101.8,152.0,8.5,42.22
5.56,3,3,2,28,0,0,0,1,45,89.3,159.4,6.5,53.66
6.23,10,10,1,114,0,1,0,1,19,64.8,151.1,9.0,24.18
5.2,2,1,0,72,1,0,0,3,57,67.1,172.4,8.5,25.35
6.48,7,9,5,47,1,0,0,4,33,95.2,153.4,7.0,35.95
8.68,8,1,1,29,0,1,0,2,27,67.4,157.2,7.5,52.63
5.96,8,2,0,57,0,0,0,0,56,76.0,194.8,8.0,44.78
8.9,3,9,4,104,1,1,0,3,42,56.4,158.0,6.5,18.77
6.07,6,5,1,168,1,0,0,3,53,84.7,161.9,7.5,23.01
5.74,3,8,5,169,0,0,0,1,59,54.0,169.2,8.0,4.28
4.6,4,10,0,33,1,1,45,1,56,98.7,163.7,6.0,13.0
7.38,1,7,4,106,0,0,0,5,28,85.8,166.4,8.0,18.97
8.64,9,10,4,58,1,0,0,0,28,96.7,171.5,8.0,63.16
7.06,10,9,2,8,1,0,30,1,60,95.1,183.6,6.5,67.23
6.37,10,1,4,71,1,1,0,4,61,104.7,190.7,6.5,57.75
5.96,5,4,3,20,1,0,20,1,43,78.4,164.9,9.0,30.61
5.4,6,4,1,110,1,0,60,4,23,66.3,178.3,8.5,15.8
5.47,9,3,1,169,0,1,0,4,42,56.7,176.0,7.5,18.68
6.41,5,6,1,58,0,1,0,5,57,90.8,151.3,6.0,35.25
6.24,3,10,2,13,1,1,0,2,19,87.9,173.0,8.0,7.43
6.79,2,1,5,30,1,1,0,1,47,76.3,180.6,7.5,42.47
8.58,6,1,3,144,1,0,0,5,38,49.5,152.6,7.5,43.63
6.16,4,8,3,154,1,1,0,5,61,101.3,157.7,7.5,0.0
9.4,9,4,3,72,0,1,0,5,59,51.1,169.2,7.0,33.02
6.91,10,5,1,9,1,1,0,0,50,79.9,150.2,9.0,39.26
8.82,2,1,2,7,1,0,0,3,33,86.7,168.6,6.0,48.41
7.1,3,6,0,29,0,1,0,3,40,99.8,166.3,8.5,14.14
5.87,10,6,5,171,0,0,20,0,41,47.5,158.7,7.5,25.38
5.94,9,2,0,86,0,0,0,5,62,106.5,160.8,8.5,33.1
5.97,4,2,0,81,0,1,0,0,44,88.0,167.6,8.0,30.77
6.18,3,5,3,157,1,0,0,1,58,63.2,158.6,9.0,22.17
6.72,4,1,1,50,0,0,0,4,32,47.6,194.3,6.0,60.86
6.27,9,2,5,62,1,0,30,0,28,87.0,156.8,8.5,40.27
7.28,1,1,0,24,0,1,30,0,52,75.4,162.3,8.5,22.15
7.25,1,10,1,88,1,0,0,3,33,95.6,155.9,9.0,11.28
5.68,2,10,2,71,1,0,0,4,59,97.4,152.6,9.0,0.87
8.01,1,7,3,12,1,1,0,4,41,79.1,162.7,6.5,28.21
7.27,1,10,4,174,1,0,45,3,31,107.3,177.6,7.5,32.51
6.82,9,10,1,38,1,1,0,2,60,57.4,173.3,7.5,40.81
7.79,8,6,2,160,1,1,0,5,60,93.9,191.0,8.5,40.3
8.9,6,10,2,56,0,0,90,0,30,95.3,179.5,8.0,54.62
6.11,9,3,5,108,0,0,0,2,50,60.6,162.6,6.5,61.49
7.94,6,4,0,100,1,1,0,1,45,77.5,169.7,7.0,64.99
5.86,10,8,4,12,0,1,0,4,44,68.2,154.5,8.0,11.56
7.01,1,4,3,60,0,0,0,0,48,75.6,157.9,6.0,35.56
10.0,3,9,1,0,0,1,30,3,58,59.6,170.9,8.5,24.64
6.82,10,7,1,101,1,0,60,5,22,61.4,168.3,9.0,24.66
7.76,2,9,4,39,1,1,30,2,28,52.0,154.6,9.0,2.86
6.35,10,6,3,23,0,0,0,0,63,67.3,175.3,6.0,67.1
6.29,9,9,2,117,0,1,20,1,41,95.7,151.0,7.5,18.38
4.84,6,7,1,64,1,1,45,0,60,62.2,190.7,6.5,21.17
5.25,8,10,4,140,0,0,0,0,23,45.0,186.3,8.5,17.47
4.61,10,5,1,35,1,1,0,1,27,101.9,163.6,7.5,31.62
6.51,1,5,0,157,0,0,60,0,64,81.1,165.3,8.5,16.94
6.98,10,10,2,48,0,1,0,1,19,97.1,178.4,8.5,18.47
7.68,4,2,2,42,0,1,30,1,54,107.8,173.7,7.0,52.61
6.3,6,2,0,87,1,0,0,0,42,71.2,159.4,7.0,70.54
6.31,10,9,2,60,1,0,0,3,44,57.7,193.2,7.0,52.65
6.83,6,7,0,74,1,0,0,5,60,95.5,175.1,8.5,22.81
6.99,5,10,0,146,1,0,60,5,45,74.5,174.3,8.0,8.35
7.75,5,9,4,143,0,1,0,2,59,64.4,161.8,7.0,30.27
5.42,7,9,2,53,1,1,90,1,28,63.4,190.3,7.0,14.56
6.28,5,3,0,122,1,1,20,0,34,89.9,175.8,8.5,28.41
10.19,4,3,1,56,0,0,0,4,29,78.5,163.7,7.5,42.05
4.76,1,10,4,67,1,1,0,2,21,79.3,183.0,6.5,0.01
8.49,2,1,2,63,0,1,0,3,18,103.3,159.5,8.0,51.08
7.13,1,2,2,160,1,1,20,4,58,61.6,179.3,7.0,40.48
7.14,10,3,5,87,0,0,0,3,20,71.3,160.1,7.0,58.32
6.45,1,6,0,139,0,0,0,0,50,98.2,151.7,9.0,23.7
4.0,4,10,1,40,0,0,0,1,51,92.2,153.6,8.0,18.61
9.01,1,8,4,119,0,0,30,5,62,66.9,175.6,6.5,8.33
7.57,1,5,0,124,1,0,0,1,22,53.1,155.8,6.5,43.4
7.85,7,6,1,160,0,1,30,4,62,46.5,155.1,9.0,5.76
4.46,10,1,1,72,0,1,0,0,59,81.4,182.8,8.5,36.64
7.82,2,8,0,140,1,0,0,4,36,99.3,156.7,6.0,37.99
7.59,7,4,1,8,0,0,45,2,63,72.2,183.7,8.0,63.23
7.84,3,7,2,81,1,1,20,0,48,61.6,180.4,7.0,52.22
10.89,10,8,5,98,0,1,0,4,29,67.2,187.5,6.0,27.42
7.82,1,10,5,67,0,1,20,2,50,88.7,167.7,6.0,4.31
8.43,9,8,1,124,0,0,0,5,58,99.6,182.6,6.5,38.92
6.43,10,9,1,68,0,1,0,1,48,103.8,164.4,6.0,63.75
7.52,6,9,5,62,1,0,30,5,33,74.1,164.4,6.0,28.11
7.69,9,3,2,32,0,1,20,3,26,73.6,190.6,9.0,21.41
6.37,8,2,5,66,0,1,45,5,62,53.4,175.1,6.5,35.07
4.64,2,7,4,60,1,1,0,5,53,76.4,180.8,6.5,0.0
7.71,1,4,4,94,0,0,0,4,22,77.5,166.1,6.0,26.05
6.64,8,2,3,153,1,0,0,4,30,62.3,191.8,7.0,65.53
9.79,8,3,4,29,0,1,20,0,55,91.7,175.6,7.5,44.34
6.59,4,1,0,114,0,1,45,0,37,91.2,154.5,8.5,26.3
5.4,4,7,3,82,0,1,30,2,48,99.7,151.5,8.5,10.78
4.96,10,5,2,69,1,1,0,4,36,56.5,154.9,8.0,22.75
9.02,3,8,5,67,0,1,0,1,33,101.8,175.4,6.5,18.85
7.75,8,5,1,119,0,1,0,1,42,48.0,150.6,6.5,42.23
5.86,9,4,0,37,0,1,20,5,42,102.3,190.1,7.5,24.13
7.82,9,7,0,177,1,1,0,0,30,91.7,172.7,8.0,69.86
6.48,5,10,2,100,0,1,45,4,27,74.6,151.4,6.0,32.99
5.34,7,7,2,45,1,0,0,0,36,62.1,193.0,6.5,38.69
8.55,3,6,5,56,1,0,0,4,58,88.6,164.3,8.0,42.73
7.38,2,3,1,120,0,0,0,1,50,74.9,166.3,7.0,57.8
7.17,2,1,1,166,0,1,0,2,47,105.4,158.3,7.5,53.11
5.94,4,2,3,165,0,0,20,2,54,103.9,187.7,8.5,17.4
7.23,10,3,2,129,1,0,30,2,33,47.2,191.1,6.0,62.36
8.3,8,3,2,164,1,1,0,4,57,53.9,158.9,6.5,34.27
4.74,10,2,1,67,0,0,0,2,24,106.1,190.1,6.5,45.09
5.24,9,4,5,165,1,0,0,3,52,51.8,187.0,9.0,18.97
5.07,1,9,2,162,1,0,0,3,56,90.9,172.1,9.0,2.72
4.92,1,3,2,54,0,0,0,0,46,53.5,185.8,9.0,19.92
8.44,1,7,0,48,1,0,20,4,60,86.8,154.9,9.0,42.53
5.98,4,7,2,80,1,0,45,2,64,51.2,154.3,7.5,16.52
7.61,8,6,0,18,0,0,0,5,32,75.9,166.4,6.5,50.62
5.6,1,1,3,172,1,1,20,2,46,67.5,157.7,6.5,39.28
6.28,3,6,1,94,1,0,0,1,24,83.1,161.8,9.0,28.29
9.87,5,7,4,157,0,1,60,4,44,50.5,161.7,7.0,10.2
7.04,1,9,0,40,1,0,20,4,46,94.0,170.1,7.5,52.9
4.57,3,6,4,94,0,1,0,3,28,65.5,155.3,6.5,0.0
5.35,7,9,1,152,1,1,20,4,34,105.0,175.6,7.5,14.69
6.03,8,2,0,77,1,0,0,2,61,89.0,184.8,6.5,79.0
6.24,5,10,1,22,0,1,30,4,58,60.0,168.3,8.0,5.79
5.13,9,9,4,130,1,1,45,1,44,108.2,194.1,6.5,16.42
5.89,3,1,3,122,1,0,0,0,49,104.3,179.4,7.5,31.09
5.01,4,5,0,85,1,0,0,3,21,106.7,157.6,8.0,25.56
7.81,4,10,1,74,1,0,20,4,40,63.4,175.0,7.5,48.88
4.83,9,7,2,16,1,0,20,0,33,74.1,173.9,9.0,44.51
9.52,6,10,2,87,0,0,0,4,18,61.1,186.3,7.5,26.94
6.38,4,7,1,114,0,1,0,1,31,53.2,185.4,6.5,49.32
5.84,3,2,0,146,1,1,0,1,40,85.9,155.3,6.0,67.32
6.95,10,9,4,99,0,1,30,1,55,108.1,166.8,8.5,11.86
6.82,9,6,2,137,1,1,0,4,27,69.3,192.8,6.5,51.51
6.59,9,3,1,131,1,0,60,2,52,91.3,167.3,7.0,65.08
7.88,3,2,0,94,0,0,60,5,56,46.3,186.3,8.5,42.31
5.39,4,2,1,103,0,0,20,0,23,108.9,158.9,7.0,32.72
6.08,7,1,4,121,1,1,0,5,34,90.2,155.4,6.5,47.08
5.19,8,8,2,133,0,0,60,4,30,71.4,184.7,6.0,33.55
5.98,4,7,4,156,1,1,0,3,43,81.6,164.1,7.5,2.05
7.37,6,2,4,34,0,0,0,0,59,108.4,184.3,7.0,63.36
5.28,5,7,0,92,1,1,0,4,22,51.6,152.2,7.0,16.8
8.2,8,2,4,61,1,0,20,4,54,83.4,191.1,7.5,62.51
7.72,2,10,3,163,0,1,45,0,57,53.5,164.7,8.0,30.73
5.53,9,7,3,121,1,0,0,1,46,78.8,183.4,7.0,35.74
5.58,8,9,2,133,1,0,30,3,59,49.8,173.0,6.5,46.27
8.72,8,5,4,139,1,0,90,5,19,58.5,150.9,6.5,30.91
8.05,5,1,3,149,1,0,0,2,20,85.1,194.4,6.5,45.49
7.1,10,7,2,54,0,0,0,2,56,57.0,165.3,6.0,46.59
